Month,New_Customers,Referral_Percentage,Campaign_Percentage,Partnership_Percentage,Energy_Discharged_kWh,Outage_Avoidance_Percentage,Avg_Savings_Per_Customer,Total_Savings
June,240,46.72,15.43,26.32,941,84.65,48.0,7268
September,19,30.25,11.16,23.35,626,88.67,20.7,2415
July,74,47.3,35.73,13.93,1755,96.5,48.92,6233
July,193,22.72,37.2,29.39,1155,92.5,47.84,1367
February,241,43.99,32.26,15.42,670,99.13,25.16,4156
November,199,28.9,30.53,13.73,736,86.39,24.53,4390
October,165,41.96,16.02,25.99,954,92.75,41.8,1955
June,260,37.77,11.92,28.02,1085,88.5,40.22,5390
May,154,34.26,11.59,26.01,1823,83.24,41.94,6635
March,162,36.51,21.42,23.93,1404,98.83,26.74,9296
December,238,20.21,22.95,22.1,995,94.03,37.27,9661
July,285,25.5,17.33,25.14,1396,89.29,39.68,1789
June,141,33.58,31.54,15.58,1672,89.92,40.52,8413
June,41,30.47,29.48,18.2,1966,99.29,33.36,3235
July,51,35.31,23.28,17.55,1954,82.8,29.87,5075
June,90,21.26,28.85,21.61,1611,88.68,24.36,4902
September,102,24.85,25.65,23.3,1609,99.07,45.08,7209
December,67,28.37,28.87,27.03,1694,92.76,37.0,9227
July,136,22.27,17.76,17.8,831,94.14,32.84,4967
September,62,21.08,22.26,11.16,992,85.73,24.35,6046
August,98,29.36,39.42,23.62,811,93.63,43.61,5572
November,154,39.93,23.92,23.92,1350,94.33,38.57,2436
September,166,26.3,13.58,17.21,957,85.48,42.66,5489
March,244,36.12,35.62,10.75,922,80.51,47.13,4189
December,220,25.97,11.81,27.64,584,92.99,36.27,6258
November,106,46.45,26.74,15.85,1461,80.85,31.6,3164
November,187,24.1,16.34,18.76,581,97.15,32.23,1621
June,24,27.25,17.87,19.08,776,85.45,24.68,2654
July,240,41.89,30.29,21.13,899,82.93,33.01,6705
December,110,35.17,17.1,17.44,878,91.83,35.59,5042
June,289,34.47,12.4,25.33,791,86.24,48.66,9987
September,105,34.64,38.22,28.46,1464,94.17,35.6,4974
April,105,34.58,11.49,27.43,880,81.34,33.31,6419
October,289,31.79,39.09,16.27,616,83.6,33.44,9250
August,255,44.49,24.48,28.91,866,85.39,43.76,1488
September,82,32.9,29.11,14.2,983,91.4,29.54,6036
March,299,36.1,15.14,17.56,809,89.76,38.16,4713
August,17,36.88,10.3,25.83,664,96.25,28.21,5085
August,79,23.44,23.39,19.55,759,90.91,21.75,9591
July,163,49.99,39.84,13.27,1707,85.58,41.28,8650
April,34,27.97,28.96,19.4,701,98.86,46.43,8541
September,254,32.06,21.33,10.31,1656,85.11,20.68,3530
September,49,38.32,30.75,12.52,1478,87.21,25.02,2472
September,234,20.72,34.24,14.66,1697,81.42,42.85,9863
June,154,41.87,31.96,11.32,1882,94.92,32.87,2355
August,197,37.7,16.36,14.05,1144,96.31,27.58,2986
October,255,43.41,29.37,24.54,1734,87.1,24.56,2925
August,283,44.58,16.4,13.21,1048,97.67,32.8,2925
January,38,32.9,36.6,16.16,1508,81.87,31.46,8499
January,208,42.41,18.14,22.66,553,98.8,49.6,4363
August,212,46.17,17.26,19.76,1786,98.02,23.38,4305
December,29,24.11,13.9,13.56,1257,87.07,46.81,5566
November,170,49.96,17.77,10.99,1496,89.15,29.39,1793
January,45,20.41,32.22,20.55,1492,86.5,31.94,6633
May,114,38.12,30.5,17.59,1028,97.28,35.92,7769
July,270,41.89,10.61,15.33,1548,89.99,20.57,5452
November,138,43.85,18.98,19.24,910,89.87,37.97,1807
September,98,42.46,17.99,15.75,990,87.98,21.22,2492
August,101,24.9,25.96,20.6,1554,83.01,22.71,7231
February,132,43.26,10.43,18.15,1256,99.3,31.36,5737
December,34,38.46,15.23,23.85,1101,80.41,39.07,2788
June,284,40.04,11.75,27.36,1661,88.46,48.92,9779
May,176,48.53,15.53,16.2,911,92.77,20.34,5440
April,80,38.21,33.63,10.19,1667,86.97,47.03,1179
April,189,26.3,12.27,10.3,1554,95.22,20.12,3536
October,172,30.06,20.02,24.33,773,88.06,48.61,2372
February,221,29.85,30.74,23.33,1157,92.78,43.75,6414
February,286,34.07,12.4,19.32,1314,89.9,31.38,3472
April,278,43.82,35.42,14.07,1452,98.13,49.25,1366
February,81,41.38,38.04,28.31,1613,99.37,38.21,9601
December,46,27.05,27.36,20.9,1706,86.01,47.05,6105
October,47,21.0,22.82,11.26,648,87.53,46.3,4428
December,298,23.85,39.44,14.86,1085,98.29,24.81,7352
September,282,24.61,26.73,15.85,1892,95.47,32.72,8946
November,28,40.94,20.63,20.02,1758,94.64,24.01,1622
May,278,21.16,20.96,26.91,562,95.89,24.43,3684
May,22,45.67,14.6,23.22,1287,89.94,45.13,6972
July,68,22.09,35.81,23.88,1722,95.51,41.64,7113
December,227,29.76,14.58,16.06,1859,80.24,48.08,6626
April,275,27.92,14.78,10.24,959,89.18,46.36,4295
March,92,35.25,10.55,19.77,1442,80.73,42.32,5435
October,280,39.17,32.08,23.7,945,85.6,49.44,9980
May,288,39.97,15.73,11.83,1665,96.84,24.63,7502
February,162,32.78,11.94,20.81,1474,95.01,43.76,2287
January,50,42.91,27.33,18.92,893,96.16,37.37,5328
February,223,28.27,14.85,22.98,1598,86.59,40.14,3044
May,108,26.44,18.92,24.34,813,95.72,32.65,4739
September,92,28.02,26.56,18.43,645,97.65,28.05,2822
October,62,32.48,32.33,18.09,780,80.59,45.77,1079
May,239,36.77,25.91,10.16,1557,99.07,34.23,1113
August,138,35.97,10.82,22.8,1613,99.52,46.63,5332
March,21,47.67,11.39,26.26,1512,84.49,38.53,2864
July,59,31.54,14.01,17.27,1066,88.8,46.67,2882
January,250,22.61,14.39,28.52,1633,87.27,24.42,5374
December,22,30.04,28.77,15.24,1490,82.63,20.06,2542
December,293,30.79,21.81,17.55,1565,97.14,24.46,9159
February,129,42.68,27.81,29.48,779,82.45,37.27,1721
July,34,28.84,19.48,25.1,1968,92.88,24.03,1526
August,289,27.38,14.82,21.03,1891,97.39,22.15,9434
July,87,46.84,35.12,10.42,656,97.74,27.48,7326
September,88,28.55,39.62,16.11,1801,88.3,26.5,3215
June,153,32.82,21.21,24.4,1330,82.92,27.68,2809
July,261,37.62,34.96,11.46,1561,87.69,44.03,5804
May,150,38.04,27.91,12.26,861,81.3,37.12,9655
August,243,27.19,11.27,25.5,511,93.2,29.24,8940
May,86,25.51,13.73,20.97,640,91.75,36.79,1648
February,110,23.23,15.29,28.09,714,83.24,30.24,6292
July,81,39.56,25.94,25.56,1792,96.14,20.76,1408
May,187,49.25,19.09,28.03,1726,80.23,35.34,9501
May,273,42.9,39.77,23.43,621,96.59,36.03,6376
February,292,27.7,28.96,14.87,1457,92.28,36.1,7475
July,136,24.8,13.6,29.89,886,83.93,41.47,9389
August,53,28.79,38.52,29.6,1120,83.65,48.71,9758
April,142,42.48,34.83,16.13,1158,98.79,30.15,4291
December,90,39.14,29.37,28.35,1931,81.29,28.15,9664
March,143,43.68,32.36,13.02,759,87.88,42.68,9913
February,193,46.69,39.78,29.36,935,86.78,47.51,3785
November,154,48.81,26.85,25.78,1327,94.45,33.92,1143
December,114,40.82,34.99,16.83,1718,81.1,36.26,6973
January,127,48.36,29.7,25.0,1000,88.47,27.06,2765
November,215,46.39,26.62,14.03,1155,97.41,37.49,9642
April,225,23.09,37.38,28.47,1444,82.43,25.33,8098
March,192,31.04,15.14,19.94,1321,89.91,23.79,2052
March,70,48.07,24.08,18.49,585,92.93,31.11,4595
September,254,25.8,14.48,22.6,539,87.46,23.5,4221
July,23,46.23,33.4,11.68,832,84.97,48.57,2145
July,277,25.2,39.72,26.36,541,88.46,48.31,8028
September,28,40.74,36.0,27.82,1188,86.81,41.75,2867
September,218,49.49,17.08,26.29,656,86.5,27.44,9614
July,49,30.86,10.13,19.43,708,90.47,26.33,8279
July,151,42.84,11.79,11.02,1205,85.24,20.88,3979
November,187,45.12,28.74,20.41,1161,99.2,20.61,9381
February,247,29.28,20.67,10.66,808,94.02,34.65,1662
July,27,41.17,26.84,11.66,1056,83.9,33.48,8030
February,262,33.71,24.51,21.64,1801,83.8,35.1,4794
November,53,44.42,32.52,18.64,524,92.29,27.68,2094
September,60,46.68,38.9,24.25,1937,88.59,37.92,7700
February,267,33.91,27.83,27.74,1238,93.51,36.61,3130
June,170,30.22,14.61,23.43,895,85.09,38.78,9278
September,161,37.68,34.44,29.63,824,89.87,37.76,5736
February,159,27.23,29.22,21.4,1505,96.82,44.14,8448
December,43,40.82,33.68,20.17,1275,97.94,40.79,6906
September,55,29.28,17.41,28.43,1700,89.57,45.31,8630
September,40,37.81,23.91,20.01,1134,99.87,41.26,2405
September,116,28.4,32.53,13.3,1342,88.31,45.84,1194
January,297,46.82,14.19,17.5,1977,93.95,44.38,2134
February,228,31.9,28.67,13.53,1543,80.09,28.62,5627
April,103,27.16,11.65,24.53,1433,95.93,23.17,8244
November,65,27.25,23.98,19.36,1729,86.36,44.94,9957
August,268,26.1,13.08,10.77,1628,93.35,25.15,9540
January,60,30.92,10.16,22.61,1090,85.4,35.9,5571
February,208,34.56,19.05,20.19,1633,93.07,44.97,7199
May,57,23.36,30.96,11.16,1904,81.83,43.69,8108
December,68,48.38,10.93,23.85,1655,87.03,23.16,9461
October,288,46.77,21.14,22.63,502,80.63,37.27,9770
August,131,23.37,26.53,10.49,1362,84.89,40.48,2134
September,159,35.84,36.85,22.97,1696,91.48,45.26,3799
March,36,24.54,24.8,24.8,1617,96.03,20.85,5875
February,108,34.5,31.82,14.78,1083,85.08,45.48,4394
November,57,43.46,15.09,27.08,1435,94.95,38.19,2539
September,299,45.77,32.39,19.19,1164,85.65,36.5,4012
July,273,36.21,10.1,21.46,1697,95.15,33.37,2897
April,299,37.21,12.72,25.29,1357,87.98,23.71,7358
September,17,37.88,30.64,28.08,1226,84.81,44.7,6725
August,169,44.2,12.87,25.09,878,98.27,25.47,7775
December,44,34.01,24.06,29.75,1442,92.48,43.92,6366
January,103,45.17,37.79,28.68,1703,91.96,46.92,1437
July,208,31.94,36.14,13.03,1976,83.32,32.18,8254
August,107,35.5,16.85,14.81,1329,95.42,34.32,5110
January,101,23.88,19.33,25.56,764,95.05,28.29,8033
August,113,32.1,11.93,24.92,1116,89.04,35.57,4361
June,44,26.69,38.89,18.74,1001,86.53,47.33,1399
July,186,39.19,12.7,17.88,1670,88.19,49.68,8456
September,207,21.67,23.21,15.96,1691,96.13,21.07,1860
December,106,38.67,34.29,18.37,1214,93.6,40.74,9814
March,22,22.96,24.24,15.22,1001,99.7,24.32,3854
March,97,23.99,30.54,19.46,1279,88.62,38.88,1412
September,10,30.54,15.98,27.26,907,95.99,38.33,4683
June,259,30.65,19.32,23.83,1220,94.05,35.67,3659
November,225,30.99,33.81,19.51,1248,88.22,45.57,4037
November,204,27.16,18.86,12.91,914,97.15,49.32,2949
October,193,42.78,14.45,21.19,565,98.14,28.98,5763
May,167,21.14,25.42,27.37,783,97.87,28.48,2150
August,231,27.44,27.36,18.6,1472,83.71,28.36,3111
August,128,47.83,24.26,18.35,1312,93.4,41.99,4290
September,45,46.71,31.37,15.81,1885,83.71,41.98,2390
June,79,28.59,25.8,29.27,1139,86.16,47.65,2302
June,217,25.93,18.84,29.76,1013,88.84,22.37,3192
January,235,31.32,26.01,16.11,1406,82.81,37.77,9216
November,262,27.7,10.92,21.24,857,96.28,32.85,2858
June,211,41.43,39.31,18.78,500,98.74,35.74,9743
January,113,44.32,14.69,24.99,1853,85.95,45.32,6490
January,129,32.52,20.58,27.72,532,99.57,33.92,9154
November,145,37.71,26.19,27.4,673,99.36,36.94,9993
December,261,38.19,16.15,22.11,1939,81.96,33.21,3418
February,31,39.91,22.71,20.19,1940,92.65,36.77,8973
June,78,38.57,17.05,16.41,1383,88.96,43.81,3681
September,151,32.98,25.85,21.7,1241,82.0,45.56,5043
May,225,33.71,30.77,24.11,662,86.0,41.2,4043
April,55,22.78,25.74,28.25,1091,82.29,49.57,8405
December,181,44.34,28.59,28.28,1104,80.78,48.83,3396
March,255,31.4,35.99,19.73,1732,92.53,38.89,9244
October,201,46.4,13.69,22.1,1358,96.21,47.41,2489
July,120,49.61,31.22,28.26,1113,88.56,46.46,7913
February,56,27.98,21.91,27.86,779,90.65,28.2,7201
July,203,37.04,14.13,16.09,1041,89.06,37.61,4417
February,142,46.18,34.44,14.76,1913,87.47,27.36,5141
January,174,22.45,29.64,10.64,1385,88.59,37.7,4779
September,265,36.62,22.49,23.95,1303,96.55,27.7,9241
January,143,31.05,37.57,29.26,1629,93.37,39.34,5220
May,244,36.23,11.48,13.38,1732,82.8,32.1,3694
November,257,38.81,39.84,27.39,1681,98.81,28.89,8844
April,96,36.75,17.06,26.84,581,87.06,21.92,4169
May,131,48.83,19.92,11.26,1214,98.28,37.31,6181
May,10,38.56,14.81,12.89,1397,86.24,35.9,1848
February,103,45.28,35.48,14.62,1653,90.13,45.51,5887
September,81,38.04,10.22,13.24,1405,84.04,40.16,5122
October,95,40.25,12.31,19.58,548,96.42,30.99,1793
September,10,43.91,32.38,25.51,581,86.22,46.04,7823
December,147,43.82,24.85,17.88,1467,92.15,25.17,7048
October,144,41.27,24.2,28.52,529,85.26,44.63,4238
April,218,32.33,33.31,27.41,507,89.68,28.49,2268
April,253,32.15,23.93,22.63,1189,85.78,29.18,8585
April,292,32.27,12.2,18.99,1544,91.79,49.46,9108
February,54,44.34,18.58,25.31,950,92.38,32.16,8593
February,66,21.72,22.33,17.36,1421,80.98,33.31,6323
November,25,31.77,23.21,28.46,1667,87.11,38.64,1931
September,296,45.22,28.74,13.19,558,97.35,47.48,3486
March,18,26.13,12.13,10.08,1312,96.35,37.89,8724
May,196,23.49,24.89,21.58,1366,83.15,41.78,5716
February,24,23.64,18.46,14.03,1402,99.27,25.28,2536
March,83,20.1,28.9,27.68,801,85.47,40.24,6631
March,203,38.54,39.98,20.28,666,82.56,23.96,8412
June,22,44.31,25.75,27.13,1999,82.41,42.56,1283
October,195,36.73,21.03,21.22,1473,99.11,20.85,1173
April,294,28.74,27.14,25.27,1841,92.1,48.86,7558
June,34,29.99,27.95,28.3,1725,96.92,38.86,2871
May,253,46.71,10.54,14.17,1735,89.12,22.32,9267
January,56,36.34,36.58,26.0,1149,99.67,33.88,7007
July,236,42.17,25.84,13.59,1001,96.25,44.99,4983
August,256,22.12,18.77,20.87,533,84.52,33.97,1898
September,118,48.17,21.37,28.54,1548,98.29,38.01,3944
July,71,20.03,13.92,14.88,1404,86.75,35.95,4509
March,76,20.26,17.25,24.94,1946,87.32,24.99,5757
June,83,40.25,33.85,20.24,1253,80.66,46.1,9921
January,58,46.71,12.51,11.3,824,92.73,31.43,1172
December,130,47.23,17.25,16.07,1254,96.03,37.9,6102
August,21,28.95,36.35,25.86,1109,80.74,30.8,4114
October,283,39.69,14.18,14.62,1374,93.34,48.97,8638
June,175,36.46,33.19,12.55,1869,98.46,22.16,3765
December,208,40.62,26.42,25.75,956,90.97,44.54,7294
February,274,47.78,20.32,26.61,560,91.89,48.08,7216
October,97,33.46,33.42,13.08,1821,98.41,48.19,6563
December,15,24.58,33.39,28.23,1728,99.45,46.4,3786
October,18,28.79,12.35,14.52,1114,88.48,23.51,8497
February,87,44.44,39.21,19.8,1871,84.86,20.43,9483
March,171,34.33,10.98,11.85,502,83.08,20.43,8293
October,212,30.67,38.93,28.8,851,95.2,33.48,2544
March,259,47.63,23.34,20.6,857,85.57,24.67,6754
June,95,28.1,11.02,26.75,892,81.45,49.22,2032
February,73,49.0,32.6,25.05,1231,95.77,28.6,7796
July,80,38.48,37.72,28.49,1702,80.41,22.94,6156
July,153,22.17,21.13,22.65,650,81.76,26.96,3750
July,198,26.83,37.75,12.66,1831,83.11,43.68,5782
March,299,20.03,13.78,10.42,1324,92.09,32.65,1816
June,94,30.04,32.48,28.35,863,93.17,42.35,5909
December,167,45.53,17.49,16.51,950,98.53,32.28,2230
April,175,43.66,33.2,22.54,788,90.87,30.87,6602
March,243,24.56,22.01,13.11,1743,92.61,42.54,4158
February,163,29.35,10.94,23.41,1094,99.09,29.75,6194
July,49,30.01,31.61,27.12,590,93.45,35.59,5306
November,245,46.48,17.09,25.72,1868,80.63,48.02,4583
January,75,25.91,39.18,10.38,502,94.03,26.96,1407
August,286,44.26,27.75,20.47,1759,89.39,31.47,6214
November,119,45.87,13.81,14.57,689,94.38,48.57,6015
January,226,27.09,19.79,12.61,1722,81.99,39.63,3758
March,95,29.89,36.57,13.96,1844,93.82,31.89,1976
May,51,30.77,10.57,27.18,1964,99.77,45.25,7577
June,214,46.79,20.17,26.5,1453,85.79,38.01,2586
December,232,38.91,11.37,27.78,1284,93.34,48.84,5640
May,56,36.37,36.8,28.96,1284,95.24,30.74,2079
October,249,45.67,16.51,18.82,1071,81.99,33.91,9636
September,113,47.1,39.5,20.33,1894,84.32,32.63,8094
March,257,25.71,28.4,19.97,797,93.75,31.14,8299
December,64,42.67,10.96,13.65,577,91.19,43.4,6015
July,52,40.1,24.08,12.86,1959,81.34,33.92,9108
July,21,22.18,38.08,23.58,856,94.75,47.23,4585
December,197,20.78,34.32,16.98,1847,91.14,35.84,9671
August,286,32.48,25.75,28.39,1708,96.6,28.84,5862
November,99,28.63,37.17,21.62,1204,87.68,30.87,1492
September,264,46.75,26.58,24.46,1406,88.42,47.77,6142
October,129,22.17,29.98,18.69,889,80.69,44.22,4827
June,24,45.65,21.87,23.11,867,86.22,25.09,2461
February,167,29.08,35.87,19.85,613,91.4,25.66,4035
March,23,35.23,20.03,11.43,1824,90.65,49.43,5059
November,162,41.66,20.22,17.88,1478,80.73,20.56,7205
September,54,29.92,15.62,26.51,1496,95.87,21.68,8163
October,72,36.54,26.8,13.42,854,84.66,40.31,5840
September,261,20.92,19.22,29.1,1350,91.07,24.59,4191
August,135,44.11,27.62,12.78,1468,85.41,21.0,6326
October,198,45.69,21.78,17.92,1066,91.17,40.01,7124
May,78,45.28,36.51,13.86,790,82.32,22.94,6407
February,233,42.63,24.6,13.52,1262,99.73,44.02,5628
July,245,23.55,15.13,12.4,519,80.57,46.4,6168
March,263,25.69,10.73,10.54,1658,94.63,20.97,4061
September,235,36.65,16.57,14.17,974,99.5,29.51,3498
August,16,33.5,15.04,16.48,1539,84.05,38.82,4630
May,22,23.22,16.35,21.72,675,95.97,35.64,7741
October,73,37.0,22.97,12.93,1320,90.24,25.72,8377
June,63,43.51,13.68,22.37,1867,97.31,46.86,7479
January,223,38.01,21.53,24.5,1245,89.67,32.92,3599
August,13,23.01,18.59,20.81,1395,88.46,43.46,5387
September,152,47.07,31.45,19.98,796,90.69,37.63,9435
December,203,23.85,39.57,27.83,1262,95.18,41.38,1226
October,99,33.97,11.91,18.19,541,85.78,44.25,9509
December,228,38.03,35.76,15.54,1846,93.13,42.87,9856
April,97,36.78,38.59,24.25,1641,90.39,25.98,6765
November,44,21.99,33.8,21.59,1519,85.55,21.34,6027
May,110,32.07,27.21,12.54,1819,83.72,46.33,5401
May,272,40.15,28.18,26.28,1548,94.84,43.61,7359
March,112,38.4,28.37,24.79,1466,81.68,24.82,4113
August,51,32.65,24.27,28.69,616,94.1,20.27,3302
February,44,21.97,23.4,27.13,1491,82.56,36.75,1415
November,125,23.15,17.88,29.42,1533,98.64,30.99,4817
October,71,25.18,29.44,19.77,1096,81.71,22.48,9024
August,56,21.22,25.49,12.08,1159,82.49,37.48,5866
October,35,23.72,16.62,12.36,723,87.02,29.04,9198
February,192,44.35,33.11,25.91,789,82.2,46.92,5245
February,181,35.31,14.37,28.05,1764,98.8,33.29,4506
September,63,28.56,26.98,18.79,1850,97.08,28.41,8782
February,13,36.04,33.64,10.67,1782,95.75,34.25,4293
April,90,40.42,21.77,19.45,628,97.19,32.03,3532
August,130,43.99,10.58,24.07,788,94.42,23.94,7683
October,194,44.39,33.71,26.26,805,94.25,35.56,5781
September,175,38.17,11.89,28.28,879,87.87,33.43,6896
March,255,29.47,26.96,29.27,1322,99.55,41.75,5096
September,280,40.52,16.39,17.38,812,95.87,28.5,2857
December,274,34.11,25.69,22.62,1912,85.68,20.42,8577
November,166,42.01,30.38,25.28,1562,98.72,26.4,1869
February,213,46.56,38.43,12.43,1583,84.65,22.97,6754
July,268,29.58,35.75,16.27,1177,93.21,49.29,6205
March,105,35.83,10.2,18.91,1600,80.08,21.55,2798
March,213,34.58,14.37,29.29,1226,85.62,27.9,8544
January,257,41.68,30.84,14.94,1870,97.79,49.14,7564
May,282,35.62,12.91,19.23,1533,89.06,42.54,5064
December,193,43.54,32.63,28.42,1821,95.32,29.62,4537
January,249,46.2,15.41,17.72,1118,96.69,32.7,4490
August,239,45.67,25.7,24.58,1043,82.9,47.91,1436
February,167,23.13,35.08,23.1,505,88.08,27.19,3282
February,273,42.44,13.6,10.84,945,92.17,27.59,3693
June,131,21.56,30.11,22.88,1437,80.1,22.59,6835
August,186,32.47,21.11,22.35,1848,80.64,44.87,9200
December,29,21.76,28.23,26.26,1605,86.36,29.75,4856
October,237,22.93,28.33,13.2,1830,97.26,48.6,4016
May,32,45.82,12.7,15.21,1105,90.61,23.86,3139
December,189,42.9,25.96,18.38,1569,93.17,49.15,2675
December,196,24.3,15.21,28.15,1283,88.76,43.23,5444
July,188,48.64,25.5,27.33,1829,83.76,29.09,9939
October,46,25.4,11.72,19.93,717,83.43,41.41,7473
February,98,42.94,27.86,21.92,1359,81.68,41.6,3775
August,60,45.32,29.42,13.28,1427,96.9,37.31,5893
June,116,48.47,21.59,18.3,859,91.2,20.39,5140
November,279,35.92,32.21,22.23,673,90.23,47.09,2201
August,11,22.55,27.05,22.61,929,97.91,46.4,2179
June,56,20.39,15.81,28.51,582,93.45,43.91,2008
August,268,42.7,33.04,16.46,502,87.63,31.4,6954
January,47,29.33,21.58,12.73,1819,88.5,32.14,4241
March,190,35.45,25.64,29.54,1384,83.84,46.23,4142
November,200,45.2,25.01,17.0,1859,84.42,31.77,4409
October,138,30.0,26.72,19.43,1137,93.58,32.53,7172
February,270,26.06,11.26,21.85,1639,90.36,30.02,1346
June,162,27.95,31.93,14.87,915,91.85,45.02,5823
February,134,21.21,31.48,25.95,1000,96.27,48.33,3110
February,269,34.4,32.18,12.0,1318,84.45,43.17,2622
June,205,33.48,34.89,10.85,1224,85.81,21.73,2985
October,211,41.1,39.25,29.94,1125,83.22,44.55,1849
September,73,21.05,27.44,27.85,1044,86.65,23.73,3790
February,294,38.64,37.45,17.48,1174,98.04,26.28,8344
December,204,48.92,31.85,12.04,614,85.97,35.35,2252
August,30,21.95,13.41,26.6,1843,80.54,20.22,1635
September,183,30.59,31.13,26.84,1377,99.39,38.66,5507
October,13,49.82,12.79,17.52,1607,86.14,49.33,5879
June,96,38.15,20.95,18.28,854,85.82,21.05,6054
February,268,46.5,24.23,16.87,1579,96.08,21.66,2372
December,197,33.87,13.11,11.0,1438,90.32,42.15,3465
July,148,34.86,10.87,25.11,1699,91.97,31.4,9695
January,134,22.06,17.5,25.99,1847,88.1,28.67,6674
January,286,24.15,15.28,18.49,1950,86.92,26.43,7444
September,32,27.31,22.45,19.24,1743,80.42,42.2,8000
January,240,26.06,38.35,25.81,572,84.48,40.18,2740
November,146,29.55,27.14,27.65,1540,98.11,34.67,4061
March,116,40.47,18.72,12.35,1928,98.89,47.89,7291
September,30,29.21,18.79,28.5,1376,95.85,48.41,7849
May,161,32.57,34.32,13.97,913,95.04,49.36,2312
September,153,33.58,34.3,25.84,1544,84.88,28.1,5198
March,140,31.05,37.37,15.16,1067,81.36,25.94,3196
March,260,48.03,24.57,23.7,1615,82.2,20.74,5696
July,38,26.28,13.52,19.48,1859,84.62,40.5,7180
August,156,28.19,11.7,28.17,1645,88.58,43.23,8432
November,65,38.68,13.81,29.69,1390,96.42,21.72,5638
March,149,32.26,29.14,17.6,1491,99.27,42.79,1893
June,140,44.59,34.9,19.59,1217,91.8,30.07,3456
November,288,47.73,33.45,24.31,1255,88.41,29.51,7090
February,277,28.96,21.65,23.9,645,93.28,40.47,9726
April,47,42.66,12.96,27.33,1543,93.34,25.91,2477
January,177,40.63,17.0,24.65,1755,86.11,21.72,5024
January,73,41.22,32.98,27.11,1059,90.01,28.43,5973
March,271,20.19,22.28,27.71,1895,99.75,40.88,2672
January,12,34.88,16.97,10.45,1015,87.47,39.38,8697
December,97,44.08,12.21,15.19,664,99.34,37.33,5525
August,200,23.89,15.77,27.6,1934,87.48,36.5,9897
March,136,39.75,33.19,23.24,633,90.64,30.33,4889
April,226,26.52,33.13,21.34,1988,95.7,31.6,1377
October,248,47.68,27.62,24.82,1489,96.04,29.24,1895
November,283,22.77,29.06,14.67,1047,81.79,37.31,3246
July,170,26.55,10.31,18.7,1758,93.14,25.63,8299
October,249,25.13,29.43,14.57,1782,96.03,22.96,3381
June,270,24.56,29.13,10.77,1335,88.88,46.42,7797
September,112,26.37,20.2,22.71,1300,95.42,41.0,7839
October,167,31.37,29.18,22.31,520,98.32,48.38,5189
September,180,49.05,24.05,25.67,1923,94.39,34.59,2861
July,293,21.65,24.61,16.09,1168,94.55,26.82,6269
July,116,41.24,32.37,13.02,719,85.53,46.9,2423
September,196,49.28,10.93,26.75,1113,91.05,21.89,9534
March,62,37.26,11.07,15.88,964,95.35,28.43,6488
July,13,32.4,33.42,19.56,1201,80.0,34.24,6496
November,38,39.05,10.64,19.16,543,92.6,27.92,4290
January,237,22.53,12.49,23.07,1080,85.59,41.29,9428
February,267,25.56,12.18,23.44,550,87.52,49.56,4045
